indicator,survey_id,survey_mid_calendar_quarter,area_id,area_name,res_type,nosex12m,sexcohab,sexnonreg,sexpaid12m,sex,age_group,n_clusters,n_observations,n_eff_kish,estimate,std_error,ci_lower,ci_upper
prevalence,BWA2013BAIS,CY2013Q1,BWA,Botswana,all,all,all,all,all,male,Y015_024,266,861,478.35058109726407,0.04341309435762833,0.01053322444786179,0.02686407203780031,0.06942942973481779
prevalence,BWA2013BAIS,CY2013Q1,BWA,Botswana,all,0,all,all,all,male,Y025_049,280,1174,595.8267892242886,0.3149433309686909,0.01808666432262769,0.2806150801820525,0.35141959968499004
prevalence,BWA2013BAIS,CY2013Q1,BWA,Botswana,all,1,all,all,all,male,Y025_049,117,171,97.7873466858755,0.2735451944211903,0.04385099520647672,0.19635819338578067,0.3672097745267577
prevalence,BWA2013BAIS,CY2013Q1,BWA,Botswana,all,all,0,all,all,male,Y025_049,275,952,508.4872495264033,0.28786156835520843,0.02078634445233178,0.24889219641974328,0.33024970292987166
prevalence,BWA2013BAIS,CY2013Q1,BWA,Botswana,all,all,1,all,all,male,Y025_049,190,393,185.3283302966094,0.3625310199443433,0.03691607214816954,0.29370057337117045,0.43750043165486746
prevalence,BWA2013BAIS,CY2013Q1,BWA,Botswana,all,all,all,0,all,male,Y025_049,229,591,297.4068386577072,0.32815022437841346,0.02586731363088425,0.27958432050192505,0.38069435734879986
prevalence,BWA2013BAIS,CY2013Q1,BWA,Botswana,all,all,all,1,all,male,Y025_049,263,754,397.86206876307,0.2926121816178057,0.0226402545024974,0.25028205843115786,0.3388656556806987
prevalence,BWA2013BAIS,CY2013Q1,BWA,Botswana,all,all,all,all,0,male,Y025_049,283,1321,680.4792841703588,0.3098373705184991,0.01824876476881945,0.27525112621760917,0.34669060115045064
prevalence,BWA2013BAIS,CY2013Q1,BWA,Botswana,all,all,all,all,1,male,Y025_049,24,24,13.582730725892583,0.26593859881306586,0.11210448835559755,0.10518861502325172,0.5275230070503547
prevalence,BWA2013BAIS,CY2013Q1,BWA,Botswana,all,all,all,all,all,male,Y025_049,286,1517,794.189687972597,0.29226957921505164,0.01688504743117049,0.26030596650113674,0.32642603352080035
prevalence,BWA2013BAIS,CY2013Q1,BWA,Botswana,all,0,all,all,all,male,Y015_019,53,63,28.304434969176313,0,0,NA,NA
prevalence,BWA2013BAIS,CY2013Q1,BWA,Botswana,all,1,all,all,all,male,Y015_019,171,313,187.8889011727971,0.0486100448068569,0.01605177901684328,0.02522497241470247,0.09163646082115792
prevalence,BWA2013BAIS,CY2013Q1,BWA,Botswana,all,all,0,all,all,male,Y015_019,191,375,215.06365550291727,0.04125874431838528,0.01385246416867357,0.02120412814069972,0.0787546488007766
prevalence,BWA2013BAIS,CY2013Q1,BWA,Botswana,all,all,1,all,all,male,Y015_019,1,1,1,0,0,NA,NA
prevalence,BWA2013BAIS,CY2013Q1,BWA,Botswana,all,all,all,0,all,male,Y015_019,173,315,188.70517472510213,0.04848963388641114,0.01601344761208981,0.02516157764372733,0.09141760698758368
prevalence,BWA2013BAIS,CY2013Q1,BWA,Botswana,all,all,all,1,all,male,Y015_019,52,61,27.605967450936426,0,0,NA,NA
prevalence,BWA2013BAIS,CY2013Q1,BWA,Botswana,all,all,all,all,0,male,Y015_019,192,375,214.86577127696063,0.041283306053555,0.01385995572888909,0.02121742657657264,0.07879826023929666
prevalence,BWA2013BAIS,CY2013Q1,BWA,Botswana,all,all,all,all,1,male,Y015_019,1,1,1,0,0,NA,NA
prevalence,BWA2013BAIS,CY2013Q1,BWA,Botswana,all,all,all,all,all,male,Y015_019,202,419,236.07478083666015,0.03588782529506137,0.01208457239761086,0.01842665020557355,0.06873660078902204
prevalence,BWA2013BAIS,CY2013Q1,BWA,Botswana,all,0,all,all,all,male,Y020_024,173,267,144.6643445473416,0.04710717834608844,0.0171169758729653,0.02287742790466719,0.09451666402742943
prevalence,BWA2013BAIS,CY2013Q1,BWA,Botswana,all,1,all,all,all,male,Y020_024,83,117,64.02023769705887,0.06758191930642743,0.0335993374790536,0.02485585199789296,0.17088195431424694
prevalence,BWA2013BAIS,CY2013Q1,BWA,Botswana,all,all,0,all,all,male,Y020_024,193,367,197.2837436123257,0.05042333437646364,0.02014061002910534,0.02275389152106972,0.10802050242168218
prevalence,BWA2013BAIS,CY2013Q1,BWA,Botswana,all,all,1,all,all,male,Y020_024,15,17,12.348601206663492,0.11440679724035473,0.0857201734446057,0.02401594623307515,0.40413474418971496
prevalence,BWA2013BAIS,CY2013Q1,BWA,Botswana,all,all,all,0,all,male,Y020_024,96,140,78.95761061950446,0.07100223910580233,0.03041118928707609,0.03003101153148174,0.15872355217166156
prevalence,BWA2013BAIS,CY2013Q1,BWA,Botswana,all,all,all,1,all,male,Y020_024,162,244,130.61361900625695,0.04375636610186283,0.01780222397870522,0.01948805955296776,0.09530821112129356
prevalence,BWA2013BAIS,CY2013Q1,BWA,Botswana,all,all,all,all,0,male,Y020_024,195,378,205.13243862209157,0.05359350841981052,0.01973908699198234,0.02573078439166862,0.1082744798554914
prevalence,BWA2013BAIS,CY2013Q1,BWA,Botswana,all,all,all,all,1,male,Y020_024,6,6,3.949961962332735,0,0,NA,NA
prevalence,BWA2013BAIS,CY2013Q1,BWA,Botswana,all,all,all,all,all,male,Y020_024,214,442,243.8688441945906,0.04990213741974922,0.0167056503463101,0.0256532482636197,0.09484130450341902
prevalence,BWA2013BAIS,CY2013Q1,BWA,Botswana,all,0,all,all,all,male,Y025_029,190,313,170.160263478102,0.13354492640551788,0.02645673437021271,0.08963421274445797,0.19437403939797368
prevalence,BWA2013BAIS,CY2013Q1,BWA,Botswana,all,1,all,all,all,male,Y025_029,40,43,23.46636823385584,0.129284387971484,0.06488921001768905,0.04577803089160422,0.3148568409536272
prevalence,BWA2013BAIS,CY2013Q1,BWA,Botswana,all,all,0,all,all,male,Y025_029,183,295,156.06686879755088,0.13406577227114308,0.02651060288645356,0.09004771526722724,0.19499031569694633
prevalence,BWA2013BAIS,CY2013Q1,BWA,Botswana,all,all,1,all,all,male,Y025_029,53,61,35.71186027695013,0.12733768224008665,0.047939263493978763,0.05895312351856607,0.2536646217735716
prevalence,BWA2013BAIS,CY2013Q1,BWA,Botswana,all,all,all,0,all,male,Y025_029,90,113,61.673938300067505,0.12309032394291994,0.0357904095324375,0.06828290542025539,0.21188482977009615
prevalence,BWA2013BAIS,CY2013Q1,BWA,Botswana,all,all,all,1,all,male,Y025_029,161,243,133.00976129359677,0.13877796886941188,0.03085964062734452,0.08854441815851681,0.21091554903742085
prevalence,BWA2013BAIS,CY2013Q1,BWA,Botswana,all,all,all,all,0,male,Y025_029,200,347,189.33390668001667,0.1351393499628567,0.02554683567427192,0.09240060146739448,0.1934332366149396
prevalence,BWA2013BAIS,CY2013Q1,BWA,Botswana,all,all,all,all,1,male,Y025_029,9,9,5.1171152323507805,0.08589461707348156,0.09217527190603332,0.00932453163285798,0.4840276518154392
prevalence,BWA2013BAIS,CY2013Q1,BWA,Botswana,all,all,all,all,all,male,Y025_029,214,416,229.87222503977944,0.13165226381299683,0.02211175513798054,0.09401876057122371,0.18133451455916105
prevalence,BWA2013BAIS,CY2013Q1,BWA,Botswana,all,0,all,all,all,male,Y030_034,182,303,143.28239993364204,0.2997125229353642,0.03959820451460049,0.228209996886065,0.3825147196367113
prevalence,BWA2013BAIS,CY2013Q1,BWA,Botswana,all,1,all,all,all,male,Y030_034,36,44,27.877883842912752,0.19382403026434564,0.07377414913707901,0.08700855110059565,0.3775447577159009
prevalence,BWA2013BAIS,CY2013Q1,BWA,Botswana,all,all,0,all,all,male,Y030_034,170,266,143.26447347898682,0.2387086617277107,0.04094815731367107,0.16778503079043353,0.32780327207933324
prevalence,BWA2013BAIS,CY2013Q1,BWA,Botswana,all,all,1,all,all,male,Y030_034,68,81,32.49643649299703,0.4217250822197962,0.07296873201977526,0.2886124850724673,0.5672747845499095
prevalence,BWA2013BAIS,CY2013Q1,BWA,Botswana,all,all,all,0,all,male,Y030_034,98,132,62.87285499341346,0.3283156036995866,0.05584637916415674,0.22931885913291464,0.44535287135186
prevalence,BWA2013BAIS,CY2013Q1,BWA,Botswana,all,all,all,1,all,male,Y030_034,149,215,109.36678566405337,0.2545773688265093,0.04997080903365287,0.16931970092623602,0.3639555384031016
prevalence,BWA2013BAIS,CY2013Q1,BWA,Botswana,all,all,all,all,0,male,Y030_034,195,341,165.02739786824046,0.2891018690778629,0.03746111383898867,0.22149099836216513,0.36760587232244
prevalence,BWA2013BAIS,CY2013Q1,BWA,Botswana,all,all,all,all,1,male,Y030_034,6,6,5.6272743907321745,0.13342374874296245,0.13949196819185908,0.01426444203494102,0.6209490328260725
prevalence,BWA2013BAIS,CY2013Q1,BWA,Botswana,all,all,all,all,all,male,Y030_034,212,394,201.17609062377753,0.2683186135944319,0.03403407747862085,0.20702644446496463,0.33997700109608403
prevalence,BWA2013BAIS,CY2013Q1,BWA,Botswana,all,0,all,all,all,male,Y035_039,155,236,117.10326811694304,0.3740891189272612,0.0406814458763563,0.2983337303224172,0.45656407475336896
prevalence,BWA2013BAIS,CY2013Q1,BWA,Botswana,all,1,all,all,all,male,Y035_039,28,30,14.004366915669866,0.22359587688111676,0.09660313976856476,0.08822614465764632,0.4615319028014319
prevalence,BWA2013BAIS,CY2013Q1,BWA,Botswana,all,all,0,all,all,male,Y035_039,123,164,81.83969431412935,0.3877289329581662,0.05236053405016297,0.29128245412296416,0.49385689999067545
prevalence,BWA2013BAIS,CY2013Q1,BWA,Botswana,all,all,1,all,all,male,Y035_039,76,102,50.35301207263404,0.2895427424406159,0.06699461502250943,0.17712855216096884,0.4355388690876822
prevalence,BWA2013BAIS,CY2013Q1,BWA,Botswana,all,all,all,0,all,male,Y035_039,96,135,64.40097504874399,0.287620295562325,0.05424524669707049,0.19374394735374756,0.40418060007573176
prevalence,BWA2013BAIS,CY2013Q1,BWA,Botswana,all,all,all,1,all,male,Y035_039,102,131,66.6350082857054,0.4146331911417963,0.06069195954925934,0.3026000450662309,0.5362508503560118
prevalence,BWA2013BAIS,CY2013Q1,BWA,Botswana,all,all,all,all,0,male,Y035_039,166,263,129.42607132449604,0.34891707081901546,0.03625287167422579,0.28159214775015073,0.4228638877520014
prevalence,BWA2013BAIS,CY2013Q1,BWA,Botswana,all,all,all,all,1,male,Y035_039,3,3,1.365420813172591,0.8451674427204853,0.2122365006809553,0.18518452930052912,0.9924301989997872
prevalence,BWA2013BAIS,CY2013Q1,BWA,Botswana,all,all,all,all,all,male,Y035_039,176,287,142.82804666677168,0.3519982606576768,0.03533538962439365,0.2862035076639646,0.423935205482291
prevalence,BWA2013BAIS,CY2013Q1,BWA,Botswana,all,0,all,all,all,male,Y040_044,142,199,104.66017000576404,0.4547643259885445,0.04856252288011228,0.362321117270549,0.5504344822347689
prevalence,BWA2013BAIS,CY2013Q1,BWA,Botswana,all,1,all,all,all,male,Y040_044,21,21,14.083834304034887,0.4524412648495816,0.1373459153320701,0.21799059781283975,0.7100838396681064
prevalence,BWA2013BAIS,CY2013Q1,BWA,Botswana,all,all,0,all,all,male,Y040_044,99,132,74.38186719020821,0.45452247820012726,0.06006926680207007,0.34135154243615745,0.572595490784903
prevalence,BWA2013BAIS,CY2013Q1,BWA,Botswana,all,all,1,all,all,male,Y040_044,77,88,44.44741252673469,0.45439141018508383,0.07219263377813304,0.3200218207463126,0.5957495506726085
prevalence,BWA2013BAIS,CY2013Q1,BWA,Botswana,all,all,all,0,all,male,Y040_044,97,114,60.50809614507789,0.4669676824115088,0.06200388919155127,0.3496553563805054,0.5880501135045402
prevalence,BWA2013BAIS,CY2013Q1,BWA,Botswana,all,all,all,1,all,male,Y040_044,85,106,58.29135336247935,0.4422130067815906,0.06888311132103947,0.31442114372218094,0.5781440776747148
prevalence,BWA2013BAIS,CY2013Q1,BWA,Botswana,all,all,all,all,0,male,Y040_044,151,216,116.703204577115,0.4478534883749343,0.04491714608530541,0.36230732674832944,0.5366016769939723
prevalence,BWA2013BAIS,CY2013Q1,BWA,Botswana,all,all,all,all,1,male,Y040_044,4,4,2.3151950615782466,0.9829207143604594,0.02331615865691208,0.7909203012357368,0.9988591526462792
prevalence,BWA2013BAIS,CY2013Q1,BWA,Botswana,all,all,all,all,all,male,Y040_044,161,244,128.96143161845524,0.4375456468351823,0.04271239476543657,0.3563377063980773,0.5222446600914336
prevalence,BWA2013BAIS,CY2013Q1,BWA,Botswana,all,0,all,all,all,male,Y045_049,98,123,62.79233510736161,0.4728739746245078,0.06112602619413686,0.3568081912483008,0.5919477495865897
prevalence,BWA2013BAIS,CY2013Q1,BWA,Botswana,all,1,all,all,all,male,Y045_049,32,33,20.53817110825443,0.4956238063685617,0.10491716190327471,0.3015129501668231,0.6910629164358646
prevalence,BWA2013BAIS,CY2013Q1,BWA,Botswana,all,all,0,all,all,male,Y045_049,78,95,56.64791757631361,0.4569203816610276,0.06066439120149235,0.3425606377053526,0.5760088124697174
prevalence,BWA2013BAIS,CY2013Q1,BWA,Botswana,all,all,1,all,all,male,Y045_049,54,61,27.701805520892982,0.5136363955412474,0.09862492202532938,0.3275644125868408,0.6960037821991322
prevalence,BWA2013BAIS,CY2013Q1,BWA,Botswana,all,all,all,0,all,male,Y045_049,79,97,49.836592775445425,0.5047584655805822,0.07561851335440309,0.3603472010776709,0.6483801117433191
prevalence,BWA2013BAIS,CY2013Q1,BWA,Botswana,all,all,all,1,all,male,Y045_049,49,59,34.39948564655722,0.43121113440959863,0.07951484688948604,0.2865246644207531,0.5886773561827559
prevalence,BWA2013BAIS,CY2013Q1,BWA,Botswana,all,all,all,all,0,male,Y045_049,114,154,81.92316025463772,0.4809964900005608,0.05496973300678622,0.3757495332705607,0.5879573489690907
prevalence,BWA2013BAIS,CY2013Q1,BWA,Botswana,all,all,all,all,1,male,Y045_049,2,2,1.6633355883467305,0.2750537955989097,0.3987984102510858,0.00747225068080226,0.9503011536054892
prevalence,BWA2013BAIS,CY2013Q1,BWA,Botswana,all,all,all,all,all,male,Y045_049,128,176,92.52675912872638,0.43043391287469224,0.05210376677869549,0.3325597096086018,0.534064267316762
art_coverage,BWA2013BAIS,CY2013Q1,BWA,Botswana,all,0,all,all,all,male,Y015_049,191,338,184.62617063868063,0.32700922494586093,0.04054790124977529,0.2529652151716862,0.4108078627451898
art_coverage,BWA2013BAIS,CY2013Q1,BWA,Botswana,all,1,all,all,all,male,Y015_049,58,67,40.762935564110755,0.4411810368238504,0.07619442330109358,0.3010913910342304,0.5913056837108666
art_coverage,BWA2013BAIS,CY2013Q1,BWA,Botswana,all,all,0,all,all,male,Y015_049,165,277,162.21083973166634,0.3317621787247426,0.0394366011240964,0.2594410509369475,0.4130003534181946
art_coverage,BWA2013BAIS,CY2013Q1,BWA,Botswana,all,all,1,all,all,male,Y015_049,96,128,63.67736333759361,0.3826563108950378,0.07019068307549327,0.2571854782977379,0.5259944168350572
art_coverage,BWA2013BAIS,CY2013Q1,BWA,Botswana,all,all,all,0,all,male,Y015_049,133,203,109.40454052075366,0.40018239395837424,0.04874872053053857,0.30943715150754647,0.49833540580525193
art_coverage,BWA2013BAIS,CY2013Q1,BWA,Botswana,all,all,all,1,all,male,Y015_049,139,202,116.1850917215642,0.2940879055592451,0.05301350769826858,0.2016336435460121,0.4073071315740656
art_coverage,BWA2013BAIS,CY2013Q1,BWA,Botswana,all,all,all,all,0,male,Y015_049,203,398,220.58515472235948,0.34769082019851905,0.03287688736178586,0.2863212201182726,0.4145732516259836
art_coverage,BWA2013BAIS,CY2013Q1,BWA,Botswana,all,all,all,all,1,male,Y015_049,7,7,4.842417737221601,0.322572881481588,0.2099727075030761,0.06752923314775089,0.7579240142426699
art_coverage,BWA2013BAIS,CY2013Q1,BWA,Botswana,all,all,all,all,all,male,Y015_049,209,436,242.58596122165676,0.3209020981215904,0.03186766574548079,0.26187602846476993,0.3862701489721763
art_coverage,BWA2013BAIS,CY2013Q1,BWA,Botswana,all,0,all,all,all,male,Y015_024,14,15,7.084324888040193,0.3504547180574281,0.21108157271324057,0.08058178711174054,0.7685935046117802
art_coverage,BWA2013BAIS,CY2013Q1,BWA,Botswana,all,1,all,all,all,male,Y015_024,19,19,10.954580319917556,0.3271568750771623,0.14036498991971288,0.1222962938912124,0.6291839435378205
art_coverage,BWA2013BAIS,CY2013Q1,BWA,Botswana,all,all,0,all,all,male,Y015_024,29,32,16.8226197501746,0.3542540215347607,0.09781422632132124,0.19178563148715705,0.5591381793297817
art_coverage,BWA2013BAIS,CY2013Q1,BWA,Botswana,all,all,1,all,all,male,Y015_024,2,2,1.300755042233126,0,0,NA,NA
art_coverage,BWA2013BAIS,CY2013Q1,BWA,Botswana,all,all,all,0,all,male,Y015_024,21,21,12.143507594543411,0.3021032066706358,0.1304214038726759,0.11408117404176062,0.5926931606982105
art_coverage,BWA2013BAIS,CY2013Q1,BWA,Botswana,all,all,all,1,all,male,Y015_024,12,13,5.872723763051189,0.406609980805157,0.2307338365699728,0.09515073296303483,0.8170236596484636
art_coverage,BWA2013BAIS,CY2013Q1,BWA,Botswana,all,all,all,all,0,male,Y015_024,31,34,18.01567947328262,0.3358979962854732,0.0950581485292536,0.17992770546104286,0.5383199367236782
art_coverage,BWA2013BAIS,CY2013Q1,BWA,Botswana,all,all,all,all,all,male,Y015_024,34,37,19.832822834918392,0.3161750425457955,0.09132222262711118,0.1680855265137131,0.5141074392184313
art_coverage,BWA2013BAIS,CY2013Q1,BWA,Botswana,all,0,all,all,all,male,Y025_049,187,323,177.5892472273811,0.32599566975897554,0.03748998387764167,0.25716237108453094,0.4032515594919162
art_coverage,BWA2013BAIS,CY2013Q1,BWA,Botswana,all,1,all,all,all,male,Y025_049,42,48,30.479956450691727,0.4950837597458133,0.08123757886240117,0.3414997196375495,0.6496012449819559
art_coverage,BWA2013BAIS,CY2013Q1,BWA,Botswana,all,all,0,all,all,male,Y025_049,154,245,146.12633163722353,0.32858533283330643,0.0386209077278356,0.25774943691398233,0.4081830180868126
art_coverage,BWA2013BAIS,CY2013Q1,BWA,Botswana,all,all,1,all,all,male,Y025_049,95,126,62.45266664024181,0.3886875512093858,0.07077776502235161,0.26179588918195285,0.5327008619256808
art_coverage,BWA2013BAIS,CY2013Q1,BWA,Botswana,all,all,all,0,all,male,Y025_049,122,182,97.42103402110388,0.4139176286490062,0.05509443923826648,0.31154210209886046,0.524314049195198
art_coverage,BWA2013BAIS,CY2013Q1,BWA,Botswana,all,all,all,1,all,male,Y025_049,135,189,110.48363716771004,0.28704848589689574,0.04560940286904279,0.20643220977914148,0.38391644556305726
art_coverage,BWA2013BAIS,CY2013Q1,BWA,Botswana,all,all,all,all,0,male,Y025_049,195,364,202.93471303604585,0.34889531672936663,0.03403179657880735,0.2854635955917217,0.4181730854905537
art_coverage,BWA2013BAIS,CY2013Q1,BWA,Botswana,all,all,all,all,1,male,Y025_049,7,7,4.842417737221601,0.322572881481588,0.2099727075030761,0.06752923314775089,0.7579240142426699
art_coverage,BWA2013BAIS,CY2013Q1,BWA,Botswana,all,all,all,all,all,male,Y025_049,201,399,222.93812490653497,0.3213653718437689,0.03265264736894442,0.26096628172222563,0.3883968468970409
art_coverage,BWA2013BAIS,CY2013Q1,BWA,Botswana,all,1,all,all,all,male,Y015_019,13,13,7.558999719299484,0.502676775757283,0.1893715873453402,0.1863382285273838,0.8168867599255129
art_coverage,BWA2013BAIS,CY2013Q1,BWA,Botswana,all,all,0,all,all,male,Y015_019,13,13,7.558999719299484,0.502676775757283,0.1893715873453402,0.1863382285273838,0.8168867599255129
art_coverage,BWA2013BAIS,CY2013Q1,BWA,Botswana,all,all,all,0,all,male,Y015_019,13,13,7.558999719299484,0.502676775757283,0.1893715873453402,0.1863382285273838,0.8168867599255129
art_coverage,BWA2013BAIS,CY2013Q1,BWA,Botswana,all,all,all,all,0,male,Y015_019,13,13,7.558999719299484,0.502676775757283,0.1893715873453402,0.1863382285273838,0.8168867599255129
art_coverage,BWA2013BAIS,CY2013Q1,BWA,Botswana,all,all,all,all,all,male,Y015_019,13,13,7.558999719299484,0.502676775757283,0.1893715873453402,0.1863382285273838,0.8168867599255129
art_coverage,BWA2013BAIS,CY2013Q1,BWA,Botswana,all,0,all,all,all,male,Y020_024,14,15,7.084324888040193,0.3504547180574281,0.21108157271324057,0.08058178711174054,0.7685935046117802
art_coverage,BWA2013BAIS,CY2013Q1,BWA,Botswana,all,1,all,all,all,male,Y020_024,6,6,3.458760891940002,0,0,NA,NA
art_coverage,BWA2013BAIS,CY2013Q1,BWA,Botswana,all,all,0,all,all,male,Y020_024,17,19,9.290175605445624,0.24280260609093215,0.11836108581408444,0.08323471557516499,0.5310690681750825
art_coverage,BWA2013BAIS,CY2013Q1,BWA,Botswana,all,all,1,all,all,male,Y020_024,2,2,1.300755042233126,0,0,NA,NA
art_coverage,BWA2013BAIS,CY2013Q1,BWA,Botswana,all,all,all,0,all,male,Y020_024,8,8,4.605958565580445,0,0,NA,NA
art_coverage,BWA2013BAIS,CY2013Q1,BWA,Botswana,all,all,all,1,all,male,Y020_024,12,13,5.872723763051189,0.406609980805157,0.2307338365699728,0.09515073296303483,0.8170236596484636
art_coverage,BWA2013BAIS,CY2013Q1,BWA,Botswana,all,all,all,all,0,male,Y020_024,19,21,10.468535411495695,0.2215993595794728,0.11424611768670648,0.07212479918811128,0.5104381641631626
art_coverage,BWA2013BAIS,CY2013Q1,BWA,Botswana,all,all,all,all,all,male,Y020_024,22,24,12.274048211379386,0.20051869046908077,0.10838003685983193,0.06249640108845809,0.4855041231581826
art_coverage,BWA2013BAIS,CY2013Q1,BWA,Botswana,all,0,all,all,all,male,Y025_029,35,42,27.165423634225437,0.15198638607384934,0.06907904638829676,0.05899012270388854,0.33880415427789273
art_coverage,BWA2013BAIS,CY2013Q1,BWA,Botswana,all,1,all,all,all,male,Y025_029,6,6,3.771018386193993,0,0,NA,NA
art_coverage,BWA2013BAIS,CY2013Q1,BWA,Botswana,all,all,0,all,all,male,Y025_029,32,38,24.179157178540937,0.12856149019839058,0.07319327458078684,0.03938402194310952,0.34677137925911544
art_coverage,BWA2013BAIS,CY2013Q1,BWA,Botswana,all,all,1,all,all,male,Y025_029,9,10,7.165933058990003,0.13198617367775958,0.100251620790884,0.02663350704517446,0.4579916748045917
art_coverage,BWA2013BAIS,CY2013Q1,BWA,Botswana,all,all,all,0,all,male,Y025_029,16,17,11.199831901430718,0.06372411254731261,0.04776857807949825,0.01397291082213129,0.24635812704740295
art_coverage,BWA2013BAIS,CY2013Q1,BWA,Botswana,all,all,all,1,all,male,Y025_029,27,31,19.54050064897291,0.1640286644790691,0.09216446378017622,0.04993060218259047,0.4228205635490961
art_coverage,BWA2013BAIS,CY2013Q1,BWA,Botswana,all,all,all,all,0,male,Y025_029,38,47,29.713055061415652,0.13307156405202225,0.06129471623044764,0.05139588131870185,0.30307336792128137
art_coverage,BWA2013BAIS,CY2013Q1,BWA,Botswana,all,all,all,all,1,male,Y025_029,1,1,1,0,0,NA,NA
art_coverage,BWA2013BAIS,CY2013Q1,BWA,Botswana,all,all,all,all,all,male,Y025_029,43,55,37.130252128909525,0.10973432279260452,0.05024392841017001,0.04304630155316143,0.2524785363722493
art_coverage,BWA2013BAIS,CY2013Q1,BWA,Botswana,all,0,all,all,all,male,Y030_034,70,80,38.4694485631797,0.3149738229169624,0.0909514168043892,0.16754183285102436,0.5123012334490311
art_coverage,BWA2013BAIS,CY2013Q1,BWA,Botswana,all,1,all,all,all,male,Y030_034,7,7,5.374950840748606,0.39223967723811626,0.22363353186954865,0.09308241196523706,0.8023030791319069
art_coverage,BWA2013BAIS,CY2013Q1,BWA,Botswana,all,all,0,all,all,male,Y030_034,53,57,30.006532876106466,0.3421355493230346,0.112596640710215,0.16324594207721507,0.5809534121193235
art_coverage,BWA2013BAIS,CY2013Q1,BWA,Botswana,all,all,1,all,all,male,Y030_034,30,30,14.10848596664185,0.28892374952061906,0.12191105893352765,0.11268045764280409,0.5652299697435218
art_coverage,BWA2013BAIS,CY2013Q1,BWA,Botswana,all,all,all,0,all,male,Y030_034,35,38,19.595800431174485,0.3254828078527879,0.10469251246925346,0.15931632030642953,0.551305973410184
